split,conversation_id,tweet_id,brand,created_at,customer_text,keyword_hint,intent,labeler,notes,is_gold
val,2138791,2138790,AppleSupport,2017-11-08 18:29:14+00:00,@33582 I️ was about to be real upset but clearly @12 finally headed my pleas and I️ am HERE with the 280 characters so you better CHECK yourself next time you call ya girl a peasant before you WRECK YOSELF and now I’m just gonna type random words cause I️ can stapler beets cactus,software_issue,,,,False
val,2729692,2729692,AppleSupport,2017-12-02 07:36:15+00:00,I’m dealing with the same issue. 😐 cc: @AppleSupport https://t.co/YIUSnczx7o,other,,,,False
val,2482116,2482116,AppleSupport,2017-10-29 22:57:27+00:00,@AppleSupport hey I’d like a refund - bought Toy Story in our iTunes and it plays like it’s being streamed thru a toaster,other,,,,False
val,1419666,1419666,AppleSupport,2017-11-01 23:21:24+00:00,DUDE WHY THE FUCK I️S MY I️ BUTTON BEING WEIRD @123765 @AppleSupport FIX YOUR SHIT,hardware_issue,,,,False
val,2873394,2873394,AppleSupport,2017-11-28 03:46:31+00:00,@115858 can you do another update my shit keeps freezing.. what happens when I inevitably need to call 911 and this shit doesn’t work? Do I do cpr myself with the phone? Or just Lost it and hit myself in the ducking heart hella times til I come back to life,software_issue,,,,False
val,1340755,1340755,AppleSupport,2017-10-27 11:38:18+00:00,"I hate the way apple is forcing me to buy a new phone. Yall aint slick. Charging backwards, screen freezing.  I cant aford a new one @115858",hardware_issue,,,,False
val,2947694,2947694,AppleSupport,2017-11-15 02:49:46+00:00,"@AppleSupport my iPhone x at certain times &amp; locations is facing mumbled call quality, same sim different phone works fine, on 11.1.1",other,,,,False
val,215787,215787,AppleSupport,2017-10-04 20:37:12+00:00,@AppleSupport my iPhone 6s is slow as f*ck since I did the update to ios11 and after 1hour screen time it’s empty #sucks,software_issue,,,,False
val,1242856,1242856,AppleSupport,2017-10-25 22:55:48+00:00,Grrr.. @115858 why is my iPad mini now slower than my 2-yr-old Blackberry with this latest update? It’s driving me bonkers 😫,software_issue,,,,False
val,2016357,2016357,AppleSupport,2017-11-05 18:05:29+00:00,@AppleSupport can y’all fix the questions boxes that show up,other,,,,False
val,1743578,1743578,AppleSupport,2017-11-07 05:41:04+00:00,@AppleSupport fix my I️ button 😒🤦🏾‍♂️,hardware_issue,,,,False
val,1864781,1864781,AppleSupport,2017-10-20 13:57:18+00:00,Dis new @115858 iOS update is battery draining!!!! Only 10 am and I’m at 42% already!😔😔😔,software_issue,,,,False
val,2822611,2822611,AppleSupport,2017-11-11 20:44:23+00:00,I’m thinking it’s time to switch to the new Google Pixel 2. Nothing I do fixes my storage issues. #imdone @AppleSupport,how_to_and_inquiry,,,,False
val,2581987,2581987,AppleSupport,2017-11-16 21:51:35+00:00,What da fuck is wrong wit my keyboard @115858 every time a nigga type capital “i” dis shit happen ( I️ ),software_issue,,,,False
val,2367339,2367339,AppleSupport,2017-10-14 14:14:30+00:00,iOS 11 stole my keyboard @AppleSupport https://t.co/g8aBV0CDvy,software_issue,,,,False
val,1988474,1988474,AppleSupport,2017-11-02 04:02:29+00:00,Yo @AppleSupport why does my phone keep turning the letter I into I️,other,,,,False
val,2093817,2093817,AppleSupport,2017-11-08 03:17:55+00:00,@115858 I feel so disrespected with all these question marks as if there’s something wrong with my phone .... unu please to fix this,other,,,,False
val,2242095,2242095,AppleSupport,2017-11-10 16:01:12+00:00,@AppleSupport what is this can't log in https://t.co/TPsDdJEL35,other,,,,False
val,1615483,1615483,AppleSupport,2017-11-05 01:49:01+00:00,Is anyone else’s phone like not registering some text?... like question marks and squares and shit? Multiple social media platforms,other,,,,False
val,2756165,2756165,AppleSupport,2017-11-21 01:59:17+00:00,@115858 my phone is saying my Apple ID is invalid all of a sudden... Can’t update my phone or purchase apps. Please help.,software_issue,,,,False
val,2070252,2070252,AppleSupport,2017-10-08 21:18:05+00:00,@AppleSupport any problems with podcast app in Europe/Switzerland? Can‘t connect to the „store“,other,,,,False
val,2000764,2000764,AppleSupport,2017-11-03 00:01:43+00:00,@AppleSupport literally one hour of battery life with new iOS 11.1🤦🏻‍♂️,software_issue,,,,False
val,1725758,1725758,AppleSupport,2017-11-07 03:01:54+00:00,Yo @115858 @AppleSupport your new IOS is a POS. Have had noting but issues since IOS 11 dropped. #DumpsterFire,software_issue,,,,False
val,1875331,1875331,AppleSupport,2017-10-21 23:16:59+00:00,@115858 @AppleSupport watching @54680 and my iWatch went crazy... apple please explain? 😳🙄 #iwatchfail https://t.co/WzdJNPuau3,other,,,,False
val,1988246,1988246,AppleSupport,2017-11-02 03:55:18+00:00,wassup with these wild ass question marks “i️” @AppleSupport ?,other,,,,False
val,515862,515862,AppleSupport,2017-12-02 00:26:04+00:00,@AppleSupport could you help me to solved this problem? i dont know why mu phone like this since this morning. every 1 minute. https://t.co/0kuFswQnu5,other,,,,False
val,855408,855408,AppleSupport,2017-10-13 08:24:55+00:00,Fourth time in a week I’ve had to power off/on my iPhone7 @AppleSupport to ensure Apps are available in the App Store app. On iOS 11.0.2,software_issue,,,,False
val,2616602,2616602,AppleSupport,2017-11-17 06:40:15+00:00,"@AppleSupport 2 things that still drive me made in IOS 11! 

1) please stop automatically turning the Bluetooth on.

2) please stop the camera defaulting to ‘live photo’ even when I turn it off! 

Yours - Most iPhone users. 

🤯🤬",software_issue,,,,False
val,1659662,1659662,AppleSupport,2017-11-06 03:18:33+00:00,"Alright @115858 , what’s the deal with “I️” this is annoying.",complaint_feedback,,,,False
val,1592841,1592841,AppleSupport,2017-11-04 21:25:43+00:00,@AppleSupport @115858 my new iphone x heated during first charge. Stayed hung for 2 hours only to crash permanently thereafter. Is dead now!!,software_issue,,,,False
val,1906807,1906807,AppleSupport,2017-10-25 14:10:26+00:00,My phone has already died 21% and I’ve only been awake for an hour... stop fucking with me @115858,other,,,,False
val,2608614,2608614,AppleSupport,2017-10-30 21:51:19+00:00,@115858 @115858 the new update has put the “auto brightness” selection tool buried under too many sub menus! Put it back to settings—&gt;display,software_issue,,,,False
val,2375252,2375252,AppleSupport,2017-11-14 02:22:14+00:00,@AppleSupport having severe battery drain w iPhone6 after 11.1.1 update even when phone barely in use. Pls fix.,software_issue,,,,False
val,2149934,2149934,AppleSupport,2017-11-09 00:53:08+00:00,iPhone? Lol try I️ phone @115858 #fixthis #neverupdatingagain,other,,,,False
val,593596,593596,AppleSupport,2017-12-03 16:42:51+00:00,"Hi @115858 @AppleSupport, cancel iOS 11. Roll back iOS 10. Really, my battery is draining like crazy.",software_issue,,,,False
val,738907,738907,AppleSupport,2017-10-06 18:54:05+00:00,iOS 11 sucks @115858 %100-20 in 1 hour! I did not have this issue before the upgrade,software_issue,,,,False
val,2894782,2894782,AppleSupport,2017-11-28 15:21:14+00:00,"So not only does the battery life suck on the new iOS, the touchscreen is glitchy and the multitasking function has turned to trash. I love when my phone shuts off and 87% and doesn’t turn on. @115858",software_issue,,,,False
val,1584626,1584626,AppleSupport,2017-11-04 17:12:40+00:00,Eye thought eye was the only one with the “I️” bug issue. Everyone I️ know has it. @115858,software_issue,,,,False
val,1772908,1772908,AppleSupport,2017-11-08 02:04:20+00:00,@115858 please explain to me why I literally got my iPhone X a few hours ago and the screen isn’t working,hardware_issue,,,,False
val,1823162,1823162,AppleSupport,2017-10-15 19:45:42+00:00,So today my #iPhone decided to completely break down and the system is damaged thank you @115858,other,,,,False
val,2441871,2441871,AppleSupport,2017-11-14 23:02:28+00:00,Anyone else’s phone freezing up or not able to open up apps since the most recent #iOS11 update @AppleSupport,software_issue,,,,False
val,565010,565010,AppleSupport,2017-12-03 00:29:19+00:00,@AppleSupport how do I fix it https://t.co/rZ1nTPu7WA,how_to_and_inquiry,,,,False
val,1284591,1284591,AppleSupport,2017-10-26 17:51:14+00:00,"@115858 is purposefully screwing up our phones, my phone has been off the charger for less than an hr and I’m at 8% already",account_and_billing,,,,False
val,2949633,2949633,AppleSupport,2017-11-29 16:24:16+00:00,Why every time i type “it” my phone type “I.T” @AppleSupport think you guys have another glitch 🤦🏽‍♂️,software_issue,,,,False
val,2944444,2944444,AppleSupport,2017-11-29 11:37:46+00:00,@115858 wow apple claps for you  👏  am not at all satisfied with your after sale services . As am facing issue with my phone. Phone is heating up continuously even sometimes EarPods buttons not working. But they denied to accept and said you have yo show us.,hardware_issue,,,,False
val,1828948,1828948,AppleSupport,2017-10-17 13:22:56+00:00,iOS 11 battery is an absolute joke. I drop 30% in 2 hours by keeping it in my pocket.,software_issue,,,,False
test,2890793,2890793,AppleSupport,2017-11-28 09:41:19+00:00,#iOS 11.2 and so many minute bugs still there. Are you listening #Apple? @115858 https://t.co/MOE0107cfq,software_issue,,,,False
test,1533766,1533766,AppleSupport,2017-11-03 19:26:58+00:00,@AppleSupport do you have a date for the returning of Twitter to Apple watch? Tnx.,other,,,,False
test,2709964,2709964,AppleSupport,2017-11-20 01:41:56+00:00,My pictures taking to long to update @AppleSupport  ☹️,software_issue,,,,False
test,964032,964032,AppleSupport,2017-10-11 14:25:50+00:00,@AppleSupport how can I find out what my payoff would be if I want to pay off my iPhone upgrade plan early?,other,,,,False
test,2060153,2060153,AppleSupport,2017-10-07 11:10:06+00:00,"@AppleSupport phone so slow &amp; battery so bad since update 11.2, another update coming soon?!",software_issue,,,,False
test,1000099,1000099,AppleSupport,2017-11-03 18:06:21+00:00,"@AppleSupport my iPhone X keeps getting a ""Could Not Activate iPhone"" error. Is the activation server down?",other,,,,False
test,1912671,1912671,AppleSupport,2017-10-26 19:12:27+00:00,@AppleSupport @569726 iPhone keeps freezing on 11.0.3,other,,,,False
test,742507,742507,AppleSupport,2017-10-11 14:36:51+00:00,Anyone else have a problem with inadvertently deleting email since iPhone #iOS11 update? It seems the delete button has moved? @115858,software_issue,,,,False
test,1533038,1533038,AppleSupport,2017-11-03 09:06:55+00:00,@115858 @AppleSupport kinda really angry about the crackling noise when listening to music and ringing. Getting irritated now.,other,,,,False
test,1605578,1605578,AppleSupport,2017-11-04 22:21:31+00:00,@115858 fix this. I️,other,,,,False
test,1552216,1552216,AppleSupport,2017-11-04 00:06:26+00:00,@115858 @AppleSupport can someone help with this keyboard glitch? Every time i text the letter” i” it shows as this I️,software_issue,,,,False
test,2403703,2403703,AppleSupport,2017-11-14 06:59:42+00:00,@AppleSupport My iPhone 7Plus does not support Apple Pay at any merchants. It either doesn’t reads it or they get a processing message on their screen.,hardware_issue,,,,False
test,2361655,2361655,AppleSupport,2017-11-13 20:31:26+00:00,"@115858 bought a brand new watch with a dent in it right out of the box. After weeks of back and forth finally rec’d a refurb replacement with a sticky crown and loose, rattling app button. Poor quality product to match a poor customer service experience.",hardware_issue,,,,False
test,1596046,1596046,AppleSupport,2017-11-04 18:15:59+00:00,Hey @115858 fix the bugs in 11.1  thanks.,software_issue,,,,False
test,683673,683673,AppleSupport,2017-10-05 17:51:31+00:00,@AppleSupport I have noticed a huge dip in my battery life since the new update. Any known issues on this?,software_issue,,,,False
test,81832,81832,AppleSupport,2017-11-30 04:58:40+00:00,"yo @115858 I just bought ya iPhone 7 just like 2 weeks ago and the battery already dies quicker than @4870 dog taking a fat shit, instead of not having a headphone jack, make a better battery, period",software_issue,,,,False
test,859806,859806,AppleSupport,2017-10-13 10:31:20+00:00,"@AppleSupport Having issues since #iOS11 with @4305. Not receiving all message notifications until I open the app, any reason for this?",software_issue,,,,False
test,2125094,2125094,AppleSupport,2017-11-08 16:56:52+00:00,@AppleSupport My wife is part of our family account but Apple Music says she needs to start a trial. Help?,other,,,,False
test,2027947,2027947,AppleSupport,2017-11-06 19:00:26+00:00,@115858 fix this I️ bug shit please,software_issue,,,,False
test,1579761,1579761,AppleSupport,2017-11-04 14:57:43+00:00,Bought the 8 yesterday and I’m not even allowed to type the letter “eye” without it looking like I️,software_issue,,,,False
test,322056,322056,AppleSupport,2017-10-07 05:00:50+00:00,@115858 iOS 11.0.2 needs refinement. I hadn't seen this unresponsive iOS before. #bugs #freeze #newios,software_issue,,,,False
test,1594948,1594948,AppleSupport,2017-11-04 17:39:19+00:00,Sooo why can’t I see emojis is it because I still have a 6plus? Is there another iOS update?@115858 @AppleSupport,software_issue,,,,False
test,542494,542494,AppleSupport,2017-12-02 07:05:48+00:00,"@AppleSupport my iPhone 6S Plus keeps restarting every few minutes if I'm using my phone. It was working perfectly all day, but then about 30 minutes ago, as I was trying to text someone it kept restarting. Is there a fix for this????",other,,,,False
test,127626,127626,AppleSupport,2017-11-24 04:07:59+00:00,@AppleSupport I all of a sudden have a ton of duplicate films showing in my iTunes collection.,other,,,,False
test,1273681,1273681,AppleSupport,2017-10-26 13:14:00+00:00,@AppleSupport I have a Apple Music subscription and every time I try to play a song I get this pop up. Can u pls tell me how to fix it. https://t.co/W2osB22Vx2,how_to_and_inquiry,,,,False
test,1671211,1671211,AppleSupport,2017-11-06 06:37:01+00:00,@120640 shame that your upgrade programme does not allow customers to join - even when they try on 4 consequetive 6:00am mornings,other,,,,False
test,2467267,2467267,AppleSupport,2017-10-29 20:42:25+00:00,@AppleSupport @118721 se puede buggear más esto? Voy ya por el segundo drop y esto se quedo en el principio de la canción https://t.co/o4dGmk8P8Q,software_issue,,,,False
test,1614958,1614958,AppleSupport,2017-10-18 18:12:43+00:00,"@115858 iOS 11.0.3 is really grinding my gears. WiFi keeps dropping, data use is not working, apps glitch.",software_issue,,,,False
test,1161939,1161939,AppleSupport,2017-11-07 14:15:34+00:00,"Dear @115858, this phone cost $1200. Fix the freaking “I” glitch in your OS! Yeesh! 👿",software_issue,,,,False
test,2083164,2083164,AppleSupport,2017-10-10 20:37:46+00:00,@115858.   My next call is to a attorney and the user you are not protecting.,other,,,,False
test,2299409,2299409,AppleSupport,2017-11-12 08:19:42+00:00,@AppleSupport Am I the only person to have an iPhone 6 that powers off when down to 30% charge but when put on charge still shows 30% charge available?,account_and_billing,,,,False
test,2485883,2485883,AppleSupport,2017-11-15 13:09:53+00:00,"@115858 new update got my phone going from 100 ➡️ 0 reallllll quick.
🤬",software_issue,,,,False
test,1064935,1064935,AppleSupport,2017-10-23 12:06:24+00:00,every app on my phone crashes now 😒 @AppleSupport,software_issue,,,,False
test,610089,610089,AppleSupport,2017-10-04 03:51:17+00:00,Ever since I updated my phone it keeps freezing @AppleSupport . What type of crappy update is this 😒,software_issue,,,,False
test,1910233,1910233,AppleSupport,2017-10-24 21:43:32+00:00,@AppleSupport bring back being able to see the cover of the music on your lock screen I dislike this new update,software_issue,,,,False
test,2555225,2555225,AppleSupport,2017-11-16 13:45:17+00:00,@AppleSupport This is the 4th time I am doing iPhone restore in this week. It automatically restart sometime and get stuck in logo screen. Then I had restore using iTunes again and again. Atleast let me know what is the reason for this. #iPhoneLogoScreenLoop #iPhone,hardware_issue,,,,False
test,97067,97067,AppleSupport,2017-11-30 15:32:38+00:00,Ok @115858: what’s the deal with iCal spontaneously shutting down while I’m using it? It’s happening more frequently lately. Seems like an easy fix....?,other,,,,False
test,537626,537626,AppleSupport,2017-12-02 04:13:35+00:00,@AppleSupport I'm having issues where my iPhone randomly shuts down and exits all applications after only 30 seconds of use... It's not turning off but it's having the same effect. Unsure of what's going on #sos,other,,,,False
test,2109764,2109764,AppleSupport,2017-11-08 11:38:34+00:00,"@AppleSupport mi iPhone 7 se ha cambiado de un 68% de batería a un 15% en 5 minutos?!?!? Usando solo la música, que pasa?!?",other,,,,False
test,1505147,1505147,AppleSupport,2017-11-07 00:04:41+00:00,Get it together @115858 @AppleSupport “ I️ is annoying “,complaint_feedback,,,,False
test,926400,926400,AppleSupport,2017-10-13 21:32:30+00:00,Why is my iPhone battery not lasting the day with average use and forget the Apple Watch connected as well :( #flatbattery @AppleSupport,software_issue,,,,False
test,334972,334972,AppleSupport,2017-10-07 18:44:10+00:00,"@AppleSupport I'm unable to update my iPhone, the update downloads &amp; when I click install it verifies but then says it's unable to download? https://t.co/dDsXPFDjZ6",software_issue,,,,False
test,2238167,2238167,AppleSupport,2017-11-10 14:23:14+00:00,@AppleSupport my battery keeps draining.  It’s been draining since the latest update.  Is there any way y’all can fix it; in the next update?,software_issue,,,,False
test,2123909,2123909,AppleSupport,2017-11-08 16:19:23+00:00,So where’s the auto brightness function gone on my iPhone after lasted ios11.1 update? No wonder my battery is dying quickly! @115858 @AppleSupport,software_issue,,,,False
test,1676954,1676954,AppleSupport,2017-11-06 07:38:55+00:00,Hi @115858 can you please fix the whole I️ thing that’s going on with the question mark and the A bc it’s really getting on my nerves,other,,,,False
test,1643901,1643901,AppleSupport,2017-11-05 23:24:55+00:00,if @115858 doesn’t fix this glitch with the i️ soon. ima lose my shit.,software_issue,,,,False
test,1593937,1593937,AppleSupport,2017-11-04 21:51:56+00:00,Yo @115858 this keyboard bug you’ve left uncorrected for like a week and a half is ridiculous. Steve would have fired someone. You know it.,software_issue,,,,False
test,1924670,1924670,AppleSupport,2017-10-27 04:30:52+00:00,@AppleSupport how do I reply to a feedback email via the feedback app on the latest Beta for iOS11.1 Beta 5?,software_issue,,,,False
test,2303466,2303466,AppleSupport,2017-11-12 16:31:40+00:00,"@AppleSupport why do I intermittently get a black screen w/ a spinning wheel after unlocking w/ passcode on #iphonex ? It happened w/fresh iPhone, I’ve restarted, latest iOS, still happening w/ reloaded backup. https://t.co/NU4oGzKnpj",software_issue,,,,False
test,2545499,2545499,AppleSupport,2017-11-16 06:00:03+00:00,"@AppleSupport  why does my iphone  biweekly give me a frozen black screen with an apple logo , which require me to do a new factory restore to the phone !!!! why the is that APPLE !!! 😡😡😡😡😡😡😡😡 https://t.co/CqEyhJ9a5J",hardware_issue,,,,False
